ФИО,Дата рождения,Адрес доставки,Дата оплаты,Валюта,Сумма
Шишкин Даниэль Ильич,1965-07-15,"191124, Санкт-Петербург г, Кавалергардская ул, дом  19",2021-12-20,RUB,54249.43
Тихомиров Мирон Арсентьевич,1963-09-19,"121354, Москва г, Витебская ул, дом  3, корпус  1",2021-05-12,RUB,81006.24
Кулешова Агата Георгиевна,1978-08-08,"109462, Москва г, Волжский б-р, дом  47",2021-06-07,RUB,30514.29
Горбунова Елена Ивановна,1979-01-19,"127106, Москва г, Ботаническая ул, дом  41, корпус  7",2021-10-26,RUB,97376.83
Ковалева Алиса Матвеевна,1996-09-03,"197136, Санкт-Петербург г, Большой П.С. пр-кт, дом  82",2021-12-10,RUB,38366.18
Никифорова Алина Сергеевна,1958-06-16,"127591, Москва г, Дубнинская ул, дом  26, корпус  5",2021-04-19,RUB,59652.45
Островская Вера Ивановна,1972-10-05,"191123, Санкт-Петербург г, Захарьевская ул, дом  17",2021-08-11,RUB,30677.32
Рыжова Эмилия Андреевна,1959-01-20,"125368, Москва г, Ангелов пер, дом  13",2021-05-20,EUR,261.13
Макарова Алиса Ильинична,2000-05-11,"195220, Санкт-Петербург г, Бутлерова ул, дом  40",2021-03-05,USD,695.06
Владимиров Александр Романович,1956-10-08,"196084, Санкт-Петербург г, Московский пр-кт, дом  73, корпус  4",2021-05-13,EUR,421.1
Демин Александр Матвеевич,1971-03-16,"121351, Москва г, Ярцевская ул, дом  6",2021-07-10,EUR,576.34
Смирнова Есения Платоновна,1985-08-19,"197758, Санкт-Петербург г, Песочный п, Ленинградская ул, дом  70, корпус  1",2021-05-18,USD,1303.58
Гусев Давид Львович,1964-06-12,"143081, Московская обл, Одинцовский р-н, Юдино с, 1 Успенское ш, дом ",2021-01-19,USD,106.11
Быков Андрей Александрович,1975-06-03,"198302, Санкт-Петербург г, Маршала Казакова ул, дом  10, корпус  1Г",2021-01-31,EUR,804.95
Королев Марк Дмитриевич,2000-02-25,"129347, Москва г, Проходчиков ул, дом  10, корпус  2",2021-05-31,RUB,69720.17
Соколов Адам Ярославович,1999-11-01,"197371, Санкт-Петербург г, Мартыновская ул, дом  14, корпус  1",2021-09-22,RUB,35070.0
Самсонов Даниил Николаевич,1959-03-19,"129075, Москва г, Шереметьевская ул, дом  85, корпус  2",2021-10-04,USD,651.4
Трофимов Фёдор Сергеевич,2001-07-15,"117535, Москва г, Дорожная ул, дом  24, корпус  3",2021-09-21,RUB,13312.84
Попов Иван Денисович,1970-01-25,"117393, Москва г, Гарибальди ул, дом  12",2021-01-15,USD,1397.52
Серов Тимофей Михайлович,2001-04-17,"119634, Москва г, Боровское ш, дом  46",2021-02-05,RUB,22956.26
Чернышев Григорий Матвеевич,1997-10-20,"125430, Москва г, Пятницкое ш, дом  37",2021-07-27,RUB,62031.51
Филиппов Борис Маркович,1961-02-20,"197183, Санкт-Петербург г, Сестрорецкая ул, дом  7",2021-10-26,EUR,1140.88
Панин Лев Андреевич,1981-04-09,"109390, Москва г, Люблинская ул, дом  29",2021-10-21,RUB,150508.36
Филиппов Константин Егорович,1995-04-09,"141730, Московская обл, Лобня г, Ленина ул, дом  19",2021-10-06,RUB,100135.29
Сычева Кристина Богдановна,2000-04-01,"115583, Москва г, Воронежская ул, дом  3",2021-11-26,RUB,26754.16
Филатов Максим Георгиевич,1950-08-28,"117628, Москва г, Старокачаловская ул, дом  18",2021-10-14,USD,540.62
Борисова Малика Тимофеевна,1996-04-16,"127474, Москва г, Бескудниковский б-р, дом ",2021-10-01,RUB,56003.11
Плотникова Мария Елисеевна,1965-06-28,"117624, Москва г, Поляны ул, дом  5А, корпус  2",2021-02-01,EUR,666.85
Быкова Валерия Александровна,1967-03-02,"198218, Санкт-Петербург г, Стрельна п, Красносельское ш, дом  40",2021-02-15,RUB,17242.87
Емельянова Юлия Евгеньевна,1991-06-06,"111033, Москва г, Красноказарменная пл, дом  1",2021-11-24,RUB,93488.86
Миронов Артём Максимович,1991-11-15,"107497, Москва г, Щелковское ш, дом  91, корпус  1",2021-03-05,EUR,1090.07
Ананьева Алиса Тимофеевна,1973-02-04,"105005, Москва г, Волховский пер, дом  2",2021-11-30,RUB,77325.94
Константинов Иван Романович,1953-05-31,"115533, Москва г, Нагатинская наб, дом  16",2021-05-06,RUB,39971.22
Лебедева Есения Марковна,1988-06-25,"125368, Москва г, Дубравная ул, дом  38",2021-08-25,RUB,104285.17
Коровин Тимур Евгеньевич,1969-06-22,"197373, Санкт-Петербург г, Шуваловский пр-кт, дом  63, корпус  2",2021-12-20,RUB,138843.07
Алексеева Виктория Ивановна,1985-07-06,"119313, Москва г, Гарибальди ул, дом  8, корпус  3",2021-06-02,RUB,176252.32
Савицкая Ева Григорьевна,1982-01-13,"109431, Москва г, Авиаконструктора Миля ул, дом  11, корпус  2",2021-02-08,RUB,104012.03
Никонов Даниил Константинович,1966-12-02,"192236, Санкт-Петербург г, Софийская ул, дом  47, корпус  2",2021-12-12,RUB,167867.67
Щербаков Пётр Егорович,1960-04-25,"141282, Московская обл, Ивантеевка г, Толмачева ул, дом  2",2021-10-18,RUB,72925.17
Максимова Анастасия Дмитриевна,1968-10-22,"117418, Москва г, Зюзинская ул, дом  8",2021-02-03,EUR,585.89
Игнатова Алина Андреевна,1972-02-21,"125480, Москва г, Туристская ул, дом  25, корпус  5",2021-07-05,RUB,64253.42
Шаров Тимур Львович,1968-03-26,"125413, Москва г, Фестивальная ул, дом  46, корпус  3",2021-12-06,EUR,1728.62
Алексеев Захар Степанович,1984-01-21,"127224, Москва г, Грекова ул, дом  22",2021-02-24,RUB,127242.0
Тихонов Егор Артёмович,1998-06-11,"109378, Москва г, Есенинский б-р, дом  1/26, корпус  2",2021-09-23,USD,810.9
Васильева Алёна Ивановна,1956-08-23,"115211, Москва г, Борисовские Пруды ул, дом  23, корпус  2",2021-11-12,USD,13.34
Михеев Макар Александрович,1952-10-03,"119311, Москва г, Ломоносовский пр-кт, дом  23",2021-09-27,RUB,1521.82
Грачев Никита Артёмович,1995-11-13,"196105, Санкт-Петербург г, Юрия Гагарина пр-кт, дом ",2021-01-16,RUB,80926.97
Быкова Валерия Александровна,1967-03-02,"123154, Москва г, Маршала Жукова пр-кт, дом  48",2021-07-20,RUB,66446.17
Быкова Милана Георгиевна,1975-09-18,"194354, Санкт-Петербург г, Сикейроса ул, дом  12",2021-12-08,RUB,31510.81
Зотова Елизавета Рафаэльевна,1983-08-14,"193318, Санкт-Петербург г, Коллонтай ул, дом  5/1",2021-06-21,RUB,45169.43
Козина Александра Матвеевна,1970-10-28,"125319, Москва г, Кочновский проезд, дом  4, корпус  1",2021-04-20,RUB,42985.94
Плотникова Мария Елисеевна,1965-06-28,"127247, Москва г, Бескудниковский проезд, дом  2, корпус  2",2021-12-07,RUB,17886.39
Чесноков Тихон Кириллович,1980-09-02,"192236, Санкт-Петербург г, Софийская ул, дом  40, корпус  1",2021-11-02,RUB,64017.61
Пономарева Александра Артёмовна,1999-12-14,"111033, Москва г, Волочаевская ул, дом  1",2021-11-11,RUB,20294.79
Макарова Алиса Ильинична,2000-05-11,"115230, Москва г, Варшавское ш, дом  42",2021-02-24,USD,504.42
Куликов Арсений Никитич,1978-02-25,"115162, Москва г, Хавская ул, дом  3",2021-08-04,RUB,81733.46
Зайцева Ульяна Тимофеевна,1965-11-03,"107140, Москва г, Красносельская Нижн. ул, дом  5, корпус ",2021-10-11,EUR,539.98
Власова Виктория Святославовна,1964-05-16,"125195, Москва г, Смольная ул, дом  49",2021-09-13,RUB,58861.34
Андреева Александра Ивановна,1979-04-28,"109443, Москва г, Юных Ленинцев ул, дом  71, корпус  2",2021-09-06,RUB,121072.77
Власов Даниил Дмитриевич,1992-08-27,"111672, Москва г, Городецкая ул, дом  11",2021-03-22,RUB,120044.06
Тихонов Егор Артёмович,1998-06-11,"194291, Санкт-Петербург г, Луначарского пр-кт, дом  39, корпус  1",2021-10-03,RUB,110237.82
Савицкая Ева Григорьевна,1982-01-13,"198206, Санкт-Петербург г, Летчика Пилютова ул, дом  5",2021-07-08,RUB,65003.55
Щербаков Андрей Демидович,1965-08-13,"127106, Москва г, Алтуфьевское ш, дом  13, корпус  2",2021-07-21,RUB,38087.51
Артемов Лев Иванович,1984-05-08,"191014, Санкт-Петербург г, Басков пер, дом  34",2021-05-29,RUB,218353.04
Наумов Фёдор Миронович,1989-09-24,"196642, Санкт-Петербург г, Лесной пр-кт, дом  8",2021-10-29,RUB,272036.57
Тихонов Егор Артёмович,1998-06-11,"109457, Москва г, Окская ул, дом  28, корпус  2",2021-05-18,RUB,119077.46
Леонова Мария Максимовна,1972-03-14,"193315, Санкт-Петербург г, Тельмана ул, дом ",2021-06-07,RUB,30549.38
Токарева Анна Александровна,1987-08-13,"195271, Санкт-Петербург г, Кондратьевский пр-кт, дом  75, корпус  2",2021-12-03,RUB,119948.54
Павлова Елизавета Глебовна,1975-08-21,"195213, Санкт-Петербург г, Заневский пр-кт, дом  35",2021-10-11,RUB,56221.46
Лосев Тимофей Тимофеевич,1987-10-03,"107207, Москва г, Чусовская ул, дом  11, корпус  1",2021-01-10,RUB,39864.91
Кочеткова Анна Владимировна,2000-11-05,"194362, Санкт-Петербург г, Парголово п, Юкковское (Осиновая Роща) ш, дом  6, корпус  7",2021-11-18,EUR,1411.22
Леонова Таисия Фёдоровна,1976-12-02,"143500, Московская обл, Истринский р-н, Истра г, 9 Гвардейской Дивизии ул, дом  53",2021-07-10,RUB,13162.85
Злобина Анна Матвеевна,1999-10-09,"105082, Москва г, Почтовая Б. ул, дом  7, корпус ",2021-05-14,RUB,51220.38
Беляев Дмитрий Михайлович,1970-06-29,"196084, Санкт-Петербург г, Обводного канала наб, дом  96",2021-04-28,RUB,50799.39
Кузнецов Никита Никитич,1951-02-08,"129110, Москва г, Переяславская Б. ул, дом  5, корпус  2",2021-10-25,RUB,50596.41
Горбачев Платон Иванович,1994-04-29,"108850, Москва г, Бориса Пастернака (п Внуковское) ул, дом  23",2021-10-19,RUB,69790.52
Петров Тимофей Робертович,1974-10-26,"108801, Москва г, Сосенское п, Коммунарка п, Бачуринская ул, дом  11А, корпус  1",2021-08-14,RUB,71407.99
Васильева Алёна Ивановна,1956-08-23,"111396, Москва г, Союзный пр-кт, дом  6, корпус  3",2021-12-27,RUB,17985.24
Соболев Александр Иванович,1979-10-17,"109649, Москва г, Капотня 5-й кв-л, дом  17",2021-06-11,RUB,95704.03
Зверев Денис Матвеевич,1975-04-26,"196158, Санкт-Петербург г, Пулковская ул, дом  10, корпус  2",2021-06-11,EUR,478.75
Леонов Марк Михайлович,1967-02-19,"197101, Санкт-Петербург г, Чапаева ул, дом  16",2021-06-24,RUB,225612.39
Антипов Константин Ильич,2001-02-10,"119602, Москва г, Мичуринский проспект.Олимпийская деревня ул, дом  25",2021-05-02,RUB,20173.96
Щербакова Эмилия Елисеевна,1966-09-06,"129346, Москва г, Малыгина ул, дом  3, корпус  2",2021-05-31,RUB,66196.64
Осипов Марк Ярославович,1980-06-24,"117312, Москва г, Губкина ул, дом  14",2021-01-21,RUB,30741.75
Сычева Кристина Богдановна,2000-04-01,"109202, Москва г, Чистопольская ул, дом  2, корпус  2",2021-06-17,RUB,57245.04
Горшкова Тамара Ильинична,1994-10-07,"115093, Москва г, Серпуховская Б. ул, дом  56",2021-07-22,RUB,39144.7
Мещеряков Виктор Ильич,1999-06-23,"125252, Москва г, Березовой Рощи проезд, дом  4",2021-08-31,RUB,93063.55
Богомолов Дмитрий Михайлович,2000-07-12,"197350, Санкт-Петербург г, Комендантский пр-кт, дом  51, корпус  1",2021-07-21,RUB,13791.81
Серов Тимофей Михайлович,2001-04-17,"141540, Московская обл, Солнечногорский р-н, Поварово дп, Локомотивный мкр, дом  3",2021-06-20,RUB,21392.41
Федотова Алина Максимовна,1989-08-10,"117209, Москва г, Перекопская ул, дом  30",2021-08-01,USD,377.06
Клюев Лев Александрович,1983-02-13,"119633, Москва г, Боровское ш, дом  25",2021-08-23,RUB,107208.04
Захарова Анастасия Кирилловна,1988-01-28,"140152, Московская обл, Раменский р-н, Юрово д, Центральная ул, дом  97",2021-09-06,USD,1570.16
Козлова Варвара Александровна,1960-11-26,"127015, Москва г, Новодмитровская ул, дом  2, корпус  7",2021-01-04,RUB,10756.08
Гусев Артём Александрович,1983-04-26,"192076, Санкт-Петербург г, Советский (Усть-Славянка) пр-кт, дом  16",2021-06-27,RUB,71511.45
Орлова Анна Михайловна,1968-04-09,"127474, Москва г, Бескудниковский б-р, дом  6, корпус  4",2021-06-24,EUR,444.38
Родионова Лейла Викторовна,1995-02-19,"109456, Москва г, Вешняковский 4-й проезд, дом  8",2021-03-24,RUB,79416.5
Никитина Валерия Игоревна,1975-08-23,"195269, Санкт-Петербург г, Светлановский пр-кт, дом  107, корпус  2",2021-10-07,RUB,43162.68
Белов Роман Михайлович,1980-04-18,"192283, Санкт-Петербург г, Купчинская ул, дом  29, корпус  1",2021-11-06,RUB,229601.86
Кузнецов Платон Денисович,1992-11-09,"123298, Москва г, Тепличный пер, дом  4",2021-07-16,RUB,57981.18
Измайлова Ольга Михайловна,1968-04-08,"115191, Москва г, Тульская М. ул, дом  8",2021-06-21,RUB,87521.44
Наумов Фёдор Миронович,1989-09-24,"188304, Ленинградская обл, Гатчинский р-н, Гатчина г, Кольцова ул, дом ",2021-11-15,RUB,97336.55
Попов Даниил Степанович,1972-06-22,"195213, Санкт-Петербург г, Заневский пр-кт, дом  35",2021-11-03,RUB,64027.34
Степанова Софья Ивановна,1958-09-28,"198332, Санкт-Петербург г, Кузнецова пр-кт, дом  17",2021-06-06,USD,340.63
Смирнова Надежда Макаровна,1971-05-26,"127474, Москва г, Бескудниковский б-р, дом ",2021-03-10,RUB,32103.37
Кузнецов Даниил Ярославович,1958-11-10,"192076, Санкт-Петербург г, Рыбацкий пр-кт, дом  57, корпус  1",2021-10-08,RUB,60810.92
Филиппов Платон Саввич,1983-05-09,"115580, Москва г, Кустанайская ул, дом  6, корпус  3",2021-05-31,RUB,39723.15
Моргунова Таисия Давидовна,1975-11-20,"111033, Москва г, Волочаевская ул, дом  40, корпус  9",2021-08-19,RUB,16308.75
Седов Степан Александрович,1993-06-24,"119192, Москва г, Мосфильмовская ул, дом  8",2021-01-25,RUB,50187.91
Никонов Даниил Константинович,1966-12-02,"119421, Москва г, Обручева ул, дом  5А",2021-12-07,RUB,1727.78
Беляева Влада Павловна,1981-12-09,"109444, Москва г, Самаркандский б-р, дом  6, корпус  1",2021-07-06,USD,1076.46
Пономарев Григорий Даниилович,1988-06-01,"119634, Москва г, Скульптора Мухиной ул, дом  8",2021-09-01,RUB,40749.74
Кузин Никита Артёмович,1977-03-16,"125371, Москва г, Тушинский 2-й проезд, дом  10",2021-11-01,RUB,195770.23
Волков Станислав Артёмович,1965-03-19,"127051, Москва г, Садовая-Самотечная ул, дом  12, корпус  1",2021-07-13,RUB,62197.79
Ларин Владимир Максимович,1966-06-30,"142500, Московская обл, Павлово-Посадский р-н, Павловский Посад г, Свердлова ул, дом  1",2021-11-07,USD,1474.1
Муравьев Даниил Борисович,1991-07-25,"Москва г, Челобитьевское ш, дом  12, корпус  3",2021-09-10,USD,194.19
Майорова Дарья Александровна,1972-03-12,"193231, Санкт-Петербург г, Кржижановского ул, дом  5, корпус  4",2021-12-15,RUB,139133.67
Измайлова Ольга Михайловна,1968-04-08,"105484, Москва г, Парковая 13-я ул, дом  30, корпус  1",2021-06-30,RUB,25043.2
Черкасов Демьян Ярославович,1981-08-24,"199226, Санкт-Петербург г, Кораблестроителей ул, дом  16, корпус  1",2021-04-12,RUB,102039.97
Егорова Виктория Дмитриевна,1967-09-20,"129281, Москва г, Енисейская ул, дом  30",2021-07-06,RUB,39051.82
Ларин Владимир Максимович,1966-06-30,"196158, Санкт-Петербург г, Пулковское ш, дом  26, корпус  6",2021-07-25,RUB,99454.82
Нефедов Мирон Даниилович,1957-02-27,"191028, Санкт-Петербург г, Гагаринская ул, дом  26",2021-08-10,RUB,53934.13
Осипов Глеб Романович,1964-02-27,"105094, Москва г, Госпитальный Вал ул, дом  5, корпус  11",2021-03-02,RUB,31790.65
Рыжов Святослав Владимирович,1984-09-09,"111395, Москва г, Юности ул, дом  15, корпус  1",2021-07-09,USD,374.03
Ушаков Иван Артемьевич,1995-08-23,"193312, Санкт-Петербург г, Коллонтай ул, дом  47, корпус  2",2021-02-14,RUB,46573.21
Леонова Таисия Фёдоровна,1976-12-02,"143900, Московская обл, Балашиха г, Ленина пр-кт, дом  32А",2021-02-25,USD,382.41
Комиссарова Василиса Михайловна,1960-04-22,"129344, Москва г, Енисейская ул, дом  12",2021-08-08,RUB,27768.97
Смирнова Есения Платоновна,1985-08-19,"125499, Москва г, Кронштадтский б-р, дом  30, корпус ",2021-08-24,RUB,110684.18
Осипова Ксения Викторовна,1995-11-27,"143362, Московская обл, Наро-Фоминский р-н, Апрелевка г, Апрелевская ул, дом  6",2021-12-14,RUB,7914.64
Герасимова Майя Семёновна,1957-12-08,"143081, Московская обл, Одинцовский р-н, Юдино с, 1 Успенское ш, дом ",2021-08-16,RUB,23047.37
Носов Михаил Артурович,1984-11-06,"144009, Московская обл, Электросталь г, Юбилейная ул, дом  5А",2021-03-02,RUB,46093.11
Борисова Малика Тимофеевна,1996-04-16,"127566, Москва г, Римского-Корсакова ул, дом ",2021-03-21,RUB,107118.51
Павлов Илья Сергеевич,1953-03-24,"117525, Москва г, Сумской проезд, дом ",2021-11-09,USD,982.41
Лопатин Артём Андреевич,1996-09-09,"115142, Москва г, Коломенская ул, дом  21, корпус  2",2021-06-27,RUB,69426.41
Горбачев Платон Иванович,1994-04-29,"127224, Москва г, Студеный проезд, дом  38, корпус  1",2021-02-02,RUB,64638.32
Филимонова Эмилия Артуровна,1966-07-29,"195220, Санкт-Петербург г, Непокоренных пр-кт, дом  16, корпус  1",2021-09-08,RUB,16966.41
Самсонов Даниил Николаевич,1959-03-19,"119602, Москва г, Мичуринский проспект.Олимпийская деревня ул, дом  25",2021-10-19,EUR,803.24
Кузьмин Александр Александрович,1982-12-30,"125319, Москва г, Черняховского ул, дом  17, корпус  4",2021-08-18,RUB,129182.0
Муравьев Даниил Борисович,1991-07-25,"109382, Москва г, Егорьевский проезд, дом  4",2021-06-11,RUB,112242.02
Родионов Дамир Александрович,1973-11-14,"119421, Москва г, Обручева ул, дом  5А",2021-01-20,RUB,71302.4
Ковалев Дамир Владимирович,1972-05-23,"109378, Москва г, Федора Полетаева ул, дом  40",2021-08-20,RUB,16878.68
Демидов Матвей Юрьевич,1970-07-13,"109429, Москва г, Капотня 3-й кв-л, дом  12",2021-04-16,USD,563.67
Ананьева Алиса Тимофеевна,1973-02-04,"140000, Московская обл, Люберецкий р-н, Люберцы г, Преображенская ул, дом  6, корпус  2",2021-04-13,EUR,45.88
Иванова Василиса Филипповна,1988-08-27,"115407, Москва г, Якорная ул, дом  8, корпус  1",2021-10-04,RUB,119412.66
Леонов Марк Михайлович,1967-02-19,"119607, Москва г, Раменки ул, дом  16",2021-05-03,RUB,43957.77
Шаповалов Тимур Максимович,1964-11-09,"117209, Москва г, Перекопская ул, дом  26",2021-08-17,RUB,45775.17
Кондрашов Владимир Богданович,1961-10-09,"115419, Москва г, Донская пл, дом  1-3",2021-03-14,USD,960.76
Зайцева Ульяна Тимофеевна,1965-11-03,"109428, Москва г, Михайлова ул, дом  30А, корпус  4",2021-02-19,RUB,19346.1
Давыдов Ярослав Кириллович,1962-03-14,"111524, Москва г, Перовская ул, дом  8, корпус ",2021-10-23,EUR,655.63
Ермолаев Сергей Юрьевич,1995-03-27,"195220, Санкт-Петербург г, Бутлерова ул, дом  8",2021-09-20,RUB,127184.99
Черкасов Демьян Ярославович,1981-08-24,"121087, Москва г, Тучковская ул, дом  9",2021-01-11,RUB,128159.51
Миронов Алексей Андреевич,1962-12-16,"125315, Москва г, Самеда Вургуна ул, дом  11",2021-07-01,RUB,45206.55
Горшкова Тамара Ильинична,1994-10-07,"141216, Московская обл, Пушкинский р-н, Братовщина с, Комсомольская ул, дом ",2021-08-13,RUB,30583.45
Гришин Ярослав Александрович,1970-12-29,"125167, Москва г, Планетная ул, дом  29, корпус  2",2021-08-19,EUR,1180.74
Кудрявцева София Григорьевна,1960-11-04,"198217, Санкт-Петербург г, Народного Ополчения пр-кт, дом  149",2021-10-14,RUB,28969.27
Тихомирова Анастасия Александровна,1967-03-02,"121601, Москва г, Филевский б-р, дом  35",2021-06-25,RUB,38524.56
Алексеева Полина Романовна,1995-10-15,"125167, Москва г, Планетная ул, дом  29, корпус  2",2021-12-30,EUR,760.29
Беляева Вероника Александровна,1965-12-09,"117198, Москва г, Миклухо-Маклая ул, дом  4",2021-07-01,RUB,49317.71
Лапшина София Владимировна,2001-01-03,"117628, Москва г, Старокачаловская ул, дом  18",2021-07-26,RUB,32979.53
Петровская Вероника Михайловна,1981-06-02,"107150, Москва г, Ивантеевская ул, дом  1, корпус  6",2021-02-01,RUB,27817.15
Кондратьев Никита Александрович,1957-04-01,"127562, Москва г, Декабристов ул, дом  2, корпус ",2021-07-26,RUB,44152.15
Касаткина Амелия Кирилловна,1977-03-22,"693007, Сахалинская обл, Южно-Сахалинск г, Чехова ул, дом  43",2021-11-02,RUB,105341.43
Кириллова Алиса Александровна,2000-06-02,"142520, Московская обл, Павлово-Посадский р-н, Рахманово с, дом  144",2021-12-07,EUR,2061.54
Куликов Максим Михайлович,1995-06-14,"123242, Москва г, Волков пер, дом  17",2021-09-30,USD,1657.81
Верещагина Кристина Платоновна,1959-06-16,"141604, Московская обл, Клинский р-н, Клин г, Талицкий проезд, дом ",2021-03-15,EUR,207.96
Павлова Екатерина Романовна,1996-08-25,"109428, Москва г, Институтский 1-й проезд, дом  6",2021-08-23,RUB,53821.55
